"coefficient","Author"
0,"Wouter Gomperts"
0,"Vic Nachtergaele"
0,"D.M. Bakker"
0,"W.A. Nolet"
0,"A.A. van Rijnbach"
0,"[tijdschrift] Van Onzen Tijd"
0,"J.H. Holwerda"
0,"Andrew de Graaf"
0,"Willem M. Visser"
0,"Edw. De Schaepdrijver"
0,"Harry Mulisch"
0,"J. Prinsen J.Lzn"
0,"J.A.A.H. de Beaufort"
0,"A.J. Immink"
0,"C. Rooker"
0,"G. Nuchelmans"
0,"Sorin Alexandrescu"
0,"P.E. Josselin de Jong"
0,"Marcel de Smedt"
0,"E. Oey-de Vita"
0,"R.A. Kollewijn"
0,"Karel Reijnders"
0,"Hans van Lier"
0,"Jean Baptist van Hugenpoth tot den Beerenclauw"
0,"Emmy van Lokhorst"
0,"Siegfried E. van Praag"
0,"Hugo Bousset"
0,"Gerard Vissering"
0,"Han Lammers"
0,"Ernst van Alphen"
0,"W.J. van den Akker"
0,"C. Bittremieux"
0,"Meinardus Siderius Wal"
0,"Aart J.M. van de Laar"
0,"D. Loenen"
0,"Peter van Os"
0,"A.E.J. Holwerda"
0,"Edouard Dhanis"
0,"H. Marsman"
0,"W.Ph. Coolhaas"
0,"Martinus des Amorie van der Hoeven"
0,"P.J. Idenburg"
0,"Henri van Booven"
0,"R.P. Botha"
0,"J.H. Schouten"
0,"Ad Zuiderent"
0,"Klaas de Jonge"
0,"Hugo Krabbe"
0,"C. de Dood"
0,"J. Breman"
0,"E.E. Gewin"
0,"W.G. Klooster"
0,"H.P. Staal"
0,"J.P. van Rossum"
0,"Wim Klinkenberg"
0,"J. Limburg"
0,"A.J.D. van Oosten"
0,"Frans Boenders"
0,"J. Reynaert"
0,"Wouter Vanstiphout"
0,"A. van Mourik"
0,"J.A. Simons-Mees"
0,"Aart van der Leeuw"
0,"Abraham Bredius"
0,"Luc Libaut"
0,"Willy Peremans"
0,"Arie de Froe"
0,"Willem Pée"
0,"Anita Wijzenbroek-Zoethout"
0,"Adri Laan"
0,"P.J.J. Diermanse"
0,"Siep Stuurman"
0,"Peter van Eeten"
0,"Norbert Elias"
0,"E.C. Abendanon"
0,"J.R. Evenhuis"
0,"G. van der Leeuw"
0,"B.A. Sijes"
0,"Boris Todoroff"
0,"G.P. Frets"
0,"G.J.W. Koolemans Beijnen"
0,"D.W. Rost van Tonningen"
0,"Paul van Hauwermeiren"
0,"H. Logeman"
0,"Hella S. Haasse"
0,"Henri Houben"
0,"W.F. Wertheim"
