"coefficient","Author"
-1.29725460343635,"E.J. Vandenbussche"
-1.28759736524178,"Michiel Johannes de Goeje"
-1.28724026462871,"J. Mathijs Acket"
-1.28554372871631,"Bernard Dominicus Hubertus Tellegen"
-1.27888640284977,"Max Lamberty"
-1.27883193400711,"Jan Pieter Nicolaas Land"
-1.27402024059436,"Conrad Th. van Deventer"
-1.24911498312831,"C.M. Vos"
-1.24911070799544,"Piet van Aken"
-1.24739195386847,"Daniël Veegens"
-1.23965310240503,"Henri van Booven"
-1.23400936641834,"Carel van Nievelt"
-1.21410506842199,"Johan Gram"
-1.20252472981307,"D.A. de Graaf"
-1.20119221892058,"W.C. van Manen"
-1.19259644340344,"Elisabeth Augustin"
-1.18969499824841,"Charles François van Duyl"
-1.18816454878997,"Léon Polak"
-1.18725777381787,"B. Hunningher"
-1.14973724523743,"Annie Romein-Verschoor"
-1.1439461995237,"H.T. Colenbrander"
-1.12867769147682,"Constantinus Bake"
-1.12417612424064,"Willem Gerard van Nouhuys"
-1.11713095648459,"Jérome Alexandre Sillem"
-1.11711730856474,"Henri Borel"
-1.10798334160091,"P. Spigt"
-1.10251710795196,"Jan de Louter"
-1.09165939382586,"M.A. Schenkeveld-van der Dussen"
-1.08640762609415,"Foeke Buitenrust Hettema"
-1.08053530801418,"D.G. Jelgersma"
-1.07654846090411,"N. van Wijk"
-1.07466660582147,"G.A. van den Bergh van Eysinga"
-1.07464842917004,"Nicolaas Japikse"
-1.0614762159094,"Gerard van Eckeren"
-1.0602703513275,"Jules Persyn"
-1.04973952888378,"Johannes Aarnout Loebèr jr."
-1.00827475448438,"J.D. Bierens de Haan"
-0.994339913102273,"Jozef Simons"
-0.98715730327957,"Pieter Valkhoff"
-0.964373781675262,"D.C. Meijer"
-0.938212291474787,"W.P.J. Pompe"
-0.93811460069132,"A.J.D. van Oosten"
-0.926697268299767,"H. Marsman"
-0.925696583011052,"Anton Gerard van Hamel"
-0.918463358493735,"H.P.G. Quack"
-0.897450972271595,"R.P.A. Dozy"
-0.894348930551099,"J.H. Plantenga"
