"coefficient","Author"
-0.365041149194508,"Leo van Puyvelde"
-0.364633501705337,"F.A.F.C. Went"
-0.364226875983424,"Jan Kalf"
-0.36419303503473,"H.A. Lorentz"
-0.364027126985485,"William Davids"
-0.363819890584465,"C. Kramer"
-0.363770078021462,"C.P. Burger"
-0.363665242652657,"J.P. van Rossum"
-0.362683902640936,"J.W. Muller"
-0.362524576156789,"A.W. van Renterghem"
-0.362460162412646,"Gerrit Kalff jr."
-0.362427825696127,"Willem Pieter Cornelis Knuttel"
-0.362415648975198,"J. Kleyntjens"
-0.362395870323703,"Is. van Dijk"
-0.362331270029633,"D.A. van Waalwijk"
-0.362317367572773,"Jules Persyn"
-0.36229923777799,"Gideon Busken Huet"
-0.362299235805598,"Jo van Ammers-Küller"
-0.362299235481801,"Jan Overduin"
-0.362299096825223,"Johanna Snellen"
-0.362299096780112,"H.J. Kiewiet de Jonge"
-0.362299096419435,"S.P. Haak"
-0.361972296666656,"Johan de Meester"
-0.361713115188486,"Th.M. Roest van Limburg"
-0.361613397801188,"Wilhelmus Johannes Kühler"
-0.360676541076636,"D.C. Hesseling"
-0.360630896335559,"Maurits Wagenvoort"
-0.360402787112905,"Jan Messchert van Vollenhove"
-0.359791807356716,"G.E.W. van Hille"
-0.359441564100347,"H. Buringh Boekhoudt"
-0.359439681098315,"C.A. van Manen"
-0.35937554931774,"Fritz Smit Kleine"
-0.359375263254076,"F.P.H. Prick van Wely"
-0.35934372863403,"Margo Scharten-Antink"
-0.359343728395725,"G.C.J. Vosmaer"
-0.359343727803023,"Jean-Pierre van Rossem"
-0.359343727766011,"Joseph Loopuit"
-0.359343571088855,"R. van der Meulen Rz."
-0.358483014852915,"Antoon Derkinderen"
-0.358348740650838,"H.J. Westerling"
-0.357622440044707,"Willem Caland"
-0.357349344719367,"C.A. Verrijn Stuart"
-0.357248448565122,"A.H. Blaauw"
-0.35659653315719,"M.A. van Herwerden"
-0.356501112524046,"Th. de Meester"
-0.356500939851759,"P. Albers S.J."
-0.356437529031642,"A.A.H. Struycken"
-0.356437526819723,"Jac. D. Huizinga"
-0.3564373553783,"J.S. van Veen"
-0.356405745630213,"Em. Querido"
-0.356405745603058,"B.C.J. Loder"
-0.35640557202692,"J.N. Pattist"
-0.356405571842484,"Charles René Bakhuizen van den Brink"
-0.356405276035293,"Ezechiël Slijper"
-0.356219823859798,"H.P.N. Muller"
-0.355872744193013,"Pieter Valkhoff"
-0.355442373025501,"L. Knappert"
